Finished: True Number of tries: 1920 Number of failures: 0 Number of results: 1920
UTF-8 String: 'ɂ'   , Hex: 0xc9 0x82
UTF-8 String: 'Ƀ'   , Hex: 0xc9 0x83
UTF-8 String: 'Ʉ'   , Hex: 0xc9 0x84
UTF-8 String: 'Ʌ'   , Hex: 0xc9 0x85
UTF-8 String: 'Ɇ'   , Hex: 0xc9 0x86
UTF-8 String: 'ɇ'   , Hex: 0xc9 0x87
UTF-8 String: 'Ɉ'   , Hex: 0xc9 0x88
UTF-8 String: 'ɉ'   , Hex: 0xc9 0x89
UTF-8 String: 'Ɋ'   , Hex: 0xc9 0x8a
UTF-8 String: 'ɋ'   , Hex: 0xc9 0x8b
UTF-8 String: 'Ɍ'   , Hex: 0xc9 0x8c
UTF-8 String: 'ɍ'   , Hex: 0xc9 0x8d
UTF-8 String: 'Ɏ'   , Hex: 0xc9 0x8e
UTF-8 String: 'ɏ'   , Hex: 0xc9 0x8f
UTF-8 String: 'ɐ'   , Hex: 0xc9 0x90
UTF-8 String: 'ɑ'   , Hex: 0xc9 0x91
UTF-8 String: 'ɒ'   , Hex: 0xc9 0x92
UTF-8 String: 'ɓ'   , Hex: 0xc9 0x93
UTF-8 String: 'ɔ'   , Hex: 0xc9 0x94
UTF-8 String: 'ɕ'   , Hex: 0xc9 0x95
UTF-8 String: 'ɖ'   , Hex: 0xc9 0x96
UTF-8 String: 'ɗ'   , Hex: 0xc9 0x97
UTF-8 String: 'ɘ'   , Hex: 0xc9 0x98
UTF-8 String: 'ə'   , Hex: 0xc9 0x99
UTF-8 String: 'ɚ'   , Hex: 0xc9 0x9a
UTF-8 String: 'ɛ'   , Hex: 0xc9 0x9b
UTF-8 String: 'ɜ'   , Hex: 0xc9 0x9c
UTF-8 String: 'ɝ'   , Hex: 0xc9 0x9d
UTF-8 String: 'ɞ'   , Hex: 0xc9 0x9e
UTF-8 String: 'ɟ'   , Hex: 0xc9 0x9f
UTF-8 String: 'ɠ'   , Hex: 0xc9 0xa0
UTF-8 String: 'ɡ'   , Hex: 0xc9 0xa1
UTF-8 String: 'ɢ'   , Hex: 0xc9 0xa2
UTF-8 String: 'ɣ'   , Hex: 0xc9 0xa3
UTF-8 String: 'ɤ'   , Hex: 0xc9 0xa4
UTF-8 String: 'ɥ'   , Hex: 0xc9 0xa5
UTF-8 String: 'ɦ'   , Hex: 0xc9 0xa6
UTF-8 String: 'ɧ'   , Hex: 0xc9 0xa7
UTF-8 String: 'ɨ'   , Hex: 0xc9 0xa8
UTF-8 String: 'ɩ'   , Hex: 0xc9 0xa9
UTF-8 String: 'ɪ'   , Hex: 0xc9 0xaa
UTF-8 String: 'ɫ'   , Hex: 0xc9 0xab
UTF-8 String: 'ɬ'   , Hex: 0xc9 0xac
UTF-8 String: 'ɭ'   , Hex: 0xc9 0xad
UTF-8 String: 'ɮ'   , Hex: 0xc9 0xae
UTF-8 String: 'ɯ'   , Hex: 0xc9 0xaf
UTF-8 String: 'ɰ'   , Hex: 0xc9 0xb0
UTF-8 String: 'ɱ'   , Hex: 0xc9 0xb1
UTF-8 String: 'ɲ'   , Hex: 0xc9 0xb2
UTF-8 String: 'ɳ'   , Hex: 0xc9 0xb3
UTF-8 String: 'ɴ'   , Hex: 0xc9 0xb4
UTF-8 String: 'ɵ'   , Hex: 0xc9 0xb5
UTF-8 String: 'ɶ'   , Hex: 0xc9 0xb6
UTF-8 String: 'ɷ'   , Hex: 0xc9 0xb7
UTF-8 String: 'ɸ'   , Hex: 0xc9 0xb8
UTF-8 String: 'ɹ'   , Hex: 0xc9 0xb9
UTF-8 String: 'ɺ'   , Hex: 0xc9 0xba
UTF-8 String: 'ɻ'   , Hex: 0xc9 0xbb
UTF-8 String: 'ɼ'   , Hex: 0xc9 0xbc
UTF-8 String: 'ɽ'   , Hex: 0xc9 0xbd
UTF-8 String: 'ɾ'   , Hex: 0xc9 0xbe
UTF-8 String: 'ɿ'   , Hex: 0xc9 0xbf
UTF-8 String: 'ʀ'   , Hex: 0xca 0x80
UTF-8 String: 'ʁ'   , Hex: 0xca 0x81
UTF-8 String: 'ʂ'   , Hex: 0xca 0x82
UTF-8 String: 'ʃ'   , Hex: 0xca 0x83
UTF-8 String: 'ʄ'   , Hex: 0xca 0x84
UTF-8 String: 'ʅ'   , Hex: 0xca 0x85
UTF-8 String: 'ʆ'   , Hex: 0xca 0x86
UTF-8 String: 'ʇ'   , Hex: 0xca 0x87
UTF-8 String: 'ʈ'   , Hex: 0xca 0x88
UTF-8 String: 'ʉ'   , Hex: 0xca 0x89
UTF-8 String: 'ʊ'   , Hex: 0xca 0x8a
UTF-8 String: 'ʋ'   , Hex: 0xca 0x8b
UTF-8 String: 'ʌ'   , Hex: 0xca 0x8c
UTF-8 String: 'ʍ'   , Hex: 0xca 0x8d
UTF-8 String: 'ʎ'   , Hex: 0xca 0x8e
UTF-8 String: 'ʏ'   , Hex: 0xca 0x8f
UTF-8 String: 'ʐ'   , Hex: 0xca 0x90
UTF-8 String: 'ʑ'   , Hex: 0xca 0x91
UTF-8 String: 'ʒ'   , Hex: 0xca 0x92
UTF-8 String: 'ʓ'   , Hex: 0xca 0x93
UTF-8 String: 'ʔ'   , Hex: 0xca 0x94
UTF-8 String: 'ʕ'   , Hex: 0xca 0x95
UTF-8 String: 'ʖ'   , Hex: 0xca 0x96
UTF-8 String: 'ʗ'   , Hex: 0xca 0x97
UTF-8 String: 'ʘ'   , Hex: 0xca 0x98
UTF-8 String: 'ʙ'   , Hex: 0xca 0x99
UTF-8 String: 'ʚ'   , Hex: 0xca 0x9a
UTF-8 String: 'ʛ'   , Hex: 0xca 0x9b
UTF-8 String: 'ʜ'   , Hex: 0xca 0x9c
UTF-8 String: 'ʝ'   , Hex: 0xca 0x9d
UTF-8 String: 'ʞ'   , Hex: 0xca 0x9e
UTF-8 String: 'ʟ'   , Hex: 0xca 0x9f
UTF-8 String: 'ʠ'   , Hex: 0xca 0xa0
UTF-8 String: 'ʡ'   , Hex: 0xca 0xa1
UTF-8 String: 'ʢ'   , Hex: 0xca 0xa2
UTF-8 String: 'ʣ'   , Hex: 0xca 0xa3
UTF-8 String: 'ʤ'   , Hex: 0xca 0xa4
UTF-8 String: 'ʥ'   , Hex: 0xca 0xa5
UTF-8 String: 'ʦ'   , Hex: 0xca 0xa6
UTF-8 String: 'ʧ'   , Hex: 0xca 0xa7
UTF-8 String: 'ʨ'   , Hex: 0xca 0xa8
UTF-8 String: 'ʩ'   , Hex: 0xca 0xa9
UTF-8 String: 'ʪ'   , Hex: 0xca 0xaa
UTF-8 String: 'ʫ'   , Hex: 0xca 0xab
UTF-8 String: 'ʬ'   , Hex: 0xca 0xac
UTF-8 String: 'ʭ'   , Hex: 0xca 0xad
UTF-8 String: 'ʮ'   , Hex: 0xca 0xae
UTF-8 String: 'ʯ'   , Hex: 0xca 0xaf
UTF-8 String: 'ʰ'   , Hex: 0xca 0xb0
UTF-8 String: 'ʱ'   , Hex: 0xca 0xb1
UTF-8 String: 'ʲ'   , Hex: 0xca 0xb2
UTF-8 String: 'ʳ'   , Hex: 0xca 0xb3
UTF-8 String: 'ʴ'   , Hex: 0xca 0xb4
UTF-8 String: 'ʵ'   , Hex: 0xca 0xb5
UTF-8 String: 'ʶ'   , Hex: 0xca 0xb6
UTF-8 String: 'ʷ'   , Hex: 0xca 0xb7
UTF-8 String: 'ʸ'   , Hex: 0xca 0xb8
UTF-8 String: 'ʹ'   , Hex: 0xca 0xb9
UTF-8 String: 'ʺ'   , Hex: 0xca 0xba
UTF-8 String: 'ʻ'   , Hex: 0xca 0xbb
UTF-8 String: 'ʼ'   , Hex: 0xca 0xbc
UTF-8 String: 'ʽ'   , Hex: 0xca 0xbd
UTF-8 String: 'ʾ'   , Hex: 0xca 0xbe
UTF-8 String: 'ʿ'   , Hex: 0xca 0xbf
UTF-8 String: 'ˀ'   , Hex: 0xcb 0x80
UTF-8 String: 'ˁ'   , Hex: 0xcb 0x81
UTF-8 String: '˂'   , Hex: 0xcb 0x82
UTF-8 String: '˃'   , Hex: 0xcb 0x83
UTF-8 String: '˄'   , Hex: 0xcb 0x84
UTF-8 String: '˅'   , Hex: 0xcb 0x85
UTF-8 String: 'ˆ'   , Hex: 0xcb 0x86
UTF-8 String: 'ˇ'   , Hex: 0xcb 0x87
UTF-8 String: 'ˈ'   , Hex: 0xcb 0x88
UTF-8 String: 'ˉ'   , Hex: 0xcb 0x89
UTF-8 String: 'ˊ'   , Hex: 0xcb 0x8a
UTF-8 String: 'ˋ'   , Hex: 0xcb 0x8b
UTF-8 String: 'ˌ'   , Hex: 0xcb 0x8c
UTF-8 String: 'ˍ'   , Hex: 0xcb 0x8d
UTF-8 String: 'ˎ'   , Hex: 0xcb 0x8e
UTF-8 String: 'ˏ'   , Hex: 0xcb 0x8f
UTF-8 String: 'ː'   , Hex: 0xcb 0x90
UTF-8 String: 'ˑ'   , Hex: 0xcb 0x91
UTF-8 String: '˒'   , Hex: 0xcb 0x92
UTF-8 String: '˓'   , Hex: 0xcb 0x93
UTF-8 String: '˔'   , Hex: 0xcb 0x94
UTF-8 String: '˕'   , Hex: 0xcb 0x95
UTF-8 String: '˖'   , Hex: 0xcb 0x96
UTF-8 String: '˗'   , Hex: 0xcb 0x97
UTF-8 String: '˘'   , Hex: 0xcb 0x98
UTF-8 String: '˙'   , Hex: 0xcb 0x99
UTF-8 String: '˚'   , Hex: 0xcb 0x9a
UTF-8 String: '˛'   , Hex: 0xcb 0x9b
UTF-8 String: '˜'   , Hex: 0xcb 0x9c
UTF-8 String: '˝'   , Hex: 0xcb 0x9d
UTF-8 String: '˞'   , Hex: 0xcb 0x9e
UTF-8 String: '˟'   , Hex: 0xcb 0x9f
UTF-8 String: 'ˠ'   , Hex: 0xcb 0xa0
UTF-8 String: 'ˡ'   , Hex: 0xcb 0xa1
UTF-8 String: 'ˢ'   , Hex: 0xcb 0xa2
UTF-8 String: 'ˣ'   , Hex: 0xcb 0xa3
UTF-8 String: 'ˤ'   , Hex: 0xcb 0xa4
UTF-8 String: '˥'   , Hex: 0xcb 0xa5
UTF-8 String: '˦'   , Hex: 0xcb 0xa6
UTF-8 String: '˧'   , Hex: 0xcb 0xa7
UTF-8 String: '˨'   , Hex: 0xcb 0xa8
UTF-8 String: '˩'   , Hex: 0xcb 0xa9
UTF-8 String: '˪'   , Hex: 0xcb 0xaa
UTF-8 String: '˫'   , Hex: 0xcb 0xab
UTF-8 String: 'ˬ'   , Hex: 0xcb 0xac
UTF-8 String: '˭'   , Hex: 0xcb 0xad
UTF-8 String: 'ˮ'   , Hex: 0xcb 0xae
UTF-8 String: '˯'   , Hex: 0xcb 0xaf
UTF-8 String: '˰'   , Hex: 0xcb 0xb0
UTF-8 String: '˱'   , Hex: 0xcb 0xb1
UTF-8 String: '˲'   , Hex: 0xcb 0xb2
UTF-8 String: '˳'   , Hex: 0xcb 0xb3
UTF-8 String: '˴'   , Hex: 0xcb 0xb4
UTF-8 String: '˵'   , Hex: 0xcb 0xb5
UTF-8 String: '˶'   , Hex: 0xcb 0xb6
UTF-8 String: '˷'   , Hex: 0xcb 0xb7
UTF-8 String: '˸'   , Hex: 0xcb 0xb8
UTF-8 String: '˹'   , Hex: 0xcb 0xb9
UTF-8 String: '˺'   , Hex: 0xcb 0xba
UTF-8 String: '˻'   , Hex: 0xcb 0xbb
UTF-8 String: '˼'   , Hex: 0xcb 0xbc
UTF-8 String: '˽'   , Hex: 0xcb 0xbd
UTF-8 String: '˾'   , Hex: 0xcb 0xbe
UTF-8 String: '˿'   , Hex: 0xcb 0xbf
UTF-8 String: '̀'   , Hex: 0xcc 0x80
UTF-8 String: '́'   , Hex: 0xcc 0x81
UTF-8 String: '̂'   , Hex: 0xcc 0x82
UTF-8 String: '̃'   , Hex: 0xcc 0x83
UTF-8 String: '̄'   , Hex: 0xcc 0x84
UTF-8 String: '̅'   , Hex: 0xcc 0x85
UTF-8 String: '̆'   , Hex: 0xcc 0x86
UTF-8 String: '̇'   , Hex: 0xcc 0x87
UTF-8 String: '̈'   , Hex: 0xcc 0x88
UTF-8 String: '̉'   , Hex: 0xcc 0x89
UTF-8 String: '̊'   , Hex: 0xcc 0x8a
UTF-8 String: '̋'   , Hex: 0xcc 0x8b
UTF-8 String: '̌'   , Hex: 0xcc 0x8c
UTF-8 String: '̍'   , Hex: 0xcc 0x8d
UTF-8 String: '̎'   , Hex: 0xcc 0x8e
UTF-8 String: '̏'   , Hex: 0xcc 0x8f
UTF-8 String: '̐'   , Hex: 0xcc 0x90
UTF-8 String: '̑'   , Hex: 0xcc 0x91
UTF-8 String: '̒'   , Hex: 0xcc 0x92
UTF-8 String: '̓'   , Hex: 0xcc 0x93
UTF-8 String: '̔'   , Hex: 0xcc 0x94
UTF-8 String: '̕'   , Hex: 0xcc 0x95
UTF-8 String: '̖'   , Hex: 0xcc 0x96
UTF-8 String: '̗'   , Hex: 0xcc 0x97
UTF-8 String: '̘'   , Hex: 0xcc 0x98
UTF-8 String: '̙'   , Hex: 0xcc 0x99
UTF-8 String: '̚'   , Hex: 0xcc 0x9a
UTF-8 String: '̛'   , Hex: 0xcc 0x9b
UTF-8 String: '̜'   , Hex: 0xcc 0x9c
UTF-8 String: '̝'   , Hex: 0xcc 0x9d
UTF-8 String: '̞'   , Hex: 0xcc 0x9e
UTF-8 String: '̟'   , Hex: 0xcc 0x9f
UTF-8 String: '̠'   , Hex: 0xcc 0xa0
UTF-8 String: '̡'   , Hex: 0xcc 0xa1
UTF-8 String: '̢'   , Hex: 0xcc 0xa2
UTF-8 String: '̣'   , Hex: 0xcc 0xa3
UTF-8 String: '̤'   , Hex: 0xcc 0xa4
UTF-8 String: '̥'   , Hex: 0xcc 0xa5
UTF-8 String: '̦'   , Hex: 0xcc 0xa6
UTF-8 String: '̧'   , Hex: 0xcc 0xa7
UTF-8 String: '̨'   , Hex: 0xcc 0xa8
UTF-8 String: '̩'   , Hex: 0xcc 0xa9
UTF-8 String: '̪'   , Hex: 0xcc 0xaa
UTF-8 String: '̫'   , Hex: 0xcc 0xab
UTF-8 String: '̬'   , Hex: 0xcc 0xac
UTF-8 String: '̭'   , Hex: 0xcc 0xad
UTF-8 String: '̮'   , Hex: 0xcc 0xae
UTF-8 String: '̯'   , Hex: 0xcc 0xaf
UTF-8 String: '̰'   , Hex: 0xcc 0xb0
UTF-8 String: '̱'   , Hex: 0xcc 0xb1
UTF-8 String: '̲'   , Hex: 0xcc 0xb2
UTF-8 String: '̳'   , Hex: 0xcc 0xb3
UTF-8 String: '̴'   , Hex: 0xcc 0xb4
UTF-8 String: '̵'   , Hex: 0xcc 0xb5
UTF-8 String: '̶'   , Hex: 0xcc 0xb6
UTF-8 String: '̷'   , Hex: 0xcc 0xb7
UTF-8 String: '̸'   , Hex: 0xcc 0xb8
UTF-8 String: '̹'   , Hex: 0xcc 0xb9
UTF-8 String: '̺'   , Hex: 0xcc 0xba
UTF-8 String: '̻'   , Hex: 0xcc 0xbb
UTF-8 String: '̼'   , Hex: 0xcc 0xbc
UTF-8 String: '̽'   , Hex: 0xcc 0xbd
UTF-8 String: '̾'   , Hex: 0xcc 0xbe
UTF-8 String: '̿'   , Hex: 0xcc 0xbf
UTF-8 String: '̀'   , Hex: 0xcd 0x80
UTF-8 String: '́'   , Hex: 0xcd 0x81
UTF-8 String: '͂'   , Hex: 0xcd 0x82
UTF-8 String: '̓'   , Hex: 0xcd 0x83
UTF-8 String: '̈́'   , Hex: 0xcd 0x84
UTF-8 String: 'ͅ'   , Hex: 0xcd 0x85
UTF-8 String: '͆'   , Hex: 0xcd 0x86
UTF-8 String: '͇'   , Hex: 0xcd 0x87
UTF-8 String: '͈'   , Hex: 0xcd 0x88
UTF-8 String: '͉'   , Hex: 0xcd 0x89
UTF-8 String: '͊'   , Hex: 0xcd 0x8a
UTF-8 String: '͋'   , Hex: 0xcd 0x8b
UTF-8 String: '͌'   , Hex: 0xcd 0x8c
UTF-8 String: '͍'   , Hex: 0xcd 0x8d
UTF-8 String: '͎'   , Hex: 0xcd 0x8e
UTF-8 String: '͏'   , Hex: 0xcd 0x8f
UTF-8 String: '͐'   , Hex: 0xcd 0x90
UTF-8 String: '͑'   , Hex: 0xcd 0x91
UTF-8 String: '͒'   , Hex: 0xcd 0x92
UTF-8 String: '͓'   , Hex: 0xcd 0x93
UTF-8 String: '͔'   , Hex: 0xcd 0x94
UTF-8 String: '͕'   , Hex: 0xcd 0x95
UTF-8 String: '͖'   , Hex: 0xcd 0x96
UTF-8 String: '͗'   , Hex: 0xcd 0x97
UTF-8 String: '͘'   , Hex: 0xcd 0x98
UTF-8 String: '͙'   , Hex: 0xcd 0x99
UTF-8 String: '͚'   , Hex: 0xcd 0x9a
UTF-8 String: '͛'   , Hex: 0xcd 0x9b
UTF-8 String: '͜'   , Hex: 0xcd 0x9c
UTF-8 String: '͝'   , Hex: 0xcd 0x9d
UTF-8 String: '͞'   , Hex: 0xcd 0x9e
UTF-8 String: '͟'   , Hex: 0xcd 0x9f
UTF-8 String: '͠'   , Hex: 0xcd 0xa0
UTF-8 String: '͡'   , Hex: 0xcd 0xa1
UTF-8 String: '͢'   , Hex: 0xcd 0xa2
UTF-8 String: 'ͣ'   , Hex: 0xcd 0xa3
UTF-8 String: 'ͤ'   , Hex: 0xcd 0xa4
UTF-8 String: 'ͥ'   , Hex: 0xcd 0xa5
UTF-8 String: 'ͦ'   , Hex: 0xcd 0xa6
UTF-8 String: 'ͧ'   , Hex: 0xcd 0xa7
UTF-8 String: 'ͨ'   , Hex: 0xcd 0xa8
UTF-8 String: 'ͩ'   , Hex: 0xcd 0xa9
UTF-8 String: 'ͪ'   , Hex: 0xcd 0xaa
UTF-8 String: 'ͫ'   , Hex: 0xcd 0xab
UTF-8 String: 'ͬ'   , Hex: 0xcd 0xac
UTF-8 String: 'ͭ'   , Hex: 0xcd 0xad
UTF-8 String: 'ͮ'   , Hex: 0xcd 0xae
UTF-8 String: 'ͯ'   , Hex: 0xcd 0xaf
UTF-8 String: 'Ͱ'   , Hex: 0xcd 0xb0
UTF-8 String: 'ͱ'   , Hex: 0xcd 0xb1
UTF-8 String: 'Ͳ'   , Hex: 0xcd 0xb2
UTF-8 String: 'ͳ'   , Hex: 0xcd 0xb3
UTF-8 String: 'ʹ'   , Hex: 0xcd 0xb4
UTF-8 String: '͵'   , Hex: 0xcd 0xb5
UTF-8 String: 'Ͷ'   , Hex: 0xcd 0xb6
UTF-8 String: 'ͷ'   , Hex: 0xcd 0xb7
UTF-8 String: '͸'   , Hex: 0xcd 0xb8
UTF-8 String: '͹'   , Hex: 0xcd 0xb9
UTF-8 String: 'ͺ'   , Hex: 0xcd 0xba
UTF-8 String: 'ͻ'   , Hex: 0xcd 0xbb
UTF-8 String: 'ͼ'   , Hex: 0xcd 0xbc
UTF-8 String: 'ͽ'   , Hex: 0xcd 0xbd
UTF-8 String: ';'   , Hex: 0xcd 0xbe
UTF-8 String: 'Ϳ'   , Hex: 0xcd 0xbf
UTF-8 String: '΀'   , Hex: 0xce 0x80
UTF-8 String: '΁'   , Hex: 0xce 0x81
UTF-8 String: '΂'   , Hex: 0xce 0x82
UTF-8 String: '΃'   , Hex: 0xce 0x83
UTF-8 String: '΄'   , Hex: 0xce 0x84
UTF-8 String: '΅'   , Hex: 0xce 0x85
UTF-8 String: 'Ά'   , Hex: 0xce 0x86
UTF-8 String: '·'   , Hex: 0xce 0x87
UTF-8 String: 'Έ'   , Hex: 0xce 0x88
UTF-8 String: 'Ή'   , Hex: 0xce 0x89
UTF-8 String: 'Ί'   , Hex: 0xce 0x8a
UTF-8 String: '΋'   , Hex: 0xce 0x8b
UTF-8 String: 'Ό'   , Hex: 0xce 0x8c
UTF-8 String: '΍'   , Hex: 0xce 0x8d
UTF-8 String: 'Ύ'   , Hex: 0xce 0x8e
UTF-8 String: 'Ώ'   , Hex: 0xce 0x8f
UTF-8 String: 'ΐ'   , Hex: 0xce 0x90
UTF-8 String: 'Α'   , Hex: 0xce 0x91
UTF-8 String: 'Β'   , Hex: 0xce 0x92
UTF-8 String: 'Γ'   , Hex: 0xce 0x93
UTF-8 String: 'Δ'   , Hex: 0xce 0x94
UTF-8 String: 'Ε'   , Hex: 0xce 0x95
UTF-8 String: 'Ζ'   , Hex: 0xce 0x96
UTF-8 String: 'Η'   , Hex: 0xce 0x97
UTF-8 String: 'Θ'   , Hex: 0xce 0x98
UTF-8 String: 'Ι'   , Hex: 0xce 0x99
UTF-8 String: 'Κ'   , Hex: 0xce 0x9a
UTF-8 String: 'Λ'   , Hex: 0xce 0x9b
UTF-8 String: 'Μ'   , Hex: 0xce 0x9c
UTF-8 String: 'Ν'   , Hex: 0xce 0x9d
UTF-8 String: 'Ξ'   , Hex: 0xce 0x9e
UTF-8 String: 'Ο'   , Hex: 0xce 0x9f
UTF-8 String: 'Π'   , Hex: 0xce 0xa0
UTF-8 String: 'Ρ'   , Hex: 0xce 0xa1
UTF-8 String: '΢'   , Hex: 0xce 0xa2
UTF-8 String: 'Σ'   , Hex: 0xce 0xa3
UTF-8 String: 'Τ'   , Hex: 0xce 0xa4
UTF-8 String: 'Υ'   , Hex: 0xce 0xa5
UTF-8 String: 'Φ'   , Hex: 0xce 0xa6
UTF-8 String: 'Χ'   , Hex: 0xce 0xa7
UTF-8 String: 'Ψ'   , Hex: 0xce 0xa8
UTF-8 String: 'Ω'   , Hex: 0xce 0xa9
UTF-8 String: 'Ϊ'   , Hex: 0xce 0xaa
UTF-8 String: 'Ϋ'   , Hex: 0xce 0xab
UTF-8 String: 'ά'   , Hex: 0xce 0xac
UTF-8 String: 'έ'   , Hex: 0xce 0xad
UTF-8 String: 'ή'   , Hex: 0xce 0xae
UTF-8 String: 'ί'   , Hex: 0xce 0xaf
UTF-8 String: 'ΰ'   , Hex: 0xce 0xb0
UTF-8 String: 'α'   , Hex: 0xce 0xb1
UTF-8 String: 'β'   , Hex: 0xce 0xb2
UTF-8 String: 'γ'   , Hex: 0xce 0xb3
UTF-8 String: 'δ'   , Hex: 0xce 0xb4
UTF-8 String: 'ε'   , Hex: 0xce 0xb5
UTF-8 String: 'ζ'   , Hex: 0xce 0xb6
UTF-8 String: 'η'   , Hex: 0xce 0xb7
UTF-8 String: 'θ'   , Hex: 0xce 0xb8
UTF-8 String: 'ι'   , Hex: 0xce 0xb9
UTF-8 String: 'κ'   , Hex: 0xce 0xba
UTF-8 String: 'λ'   , Hex: 0xce 0xbb
UTF-8 String: 'μ'   , Hex: 0xce 0xbc
UTF-8 String: 'ν'   , Hex: 0xce 0xbd
UTF-8 String: 'ξ'   , Hex: 0xce 0xbe
UTF-8 String: 'ο'   , Hex: 0xce 0xbf
UTF-8 String: 'π'   , Hex: 0xcf 0x80
UTF-8 String: 'ρ'   , Hex: 0xcf 0x81
UTF-8 String: 'ς'   , Hex: 0xcf 0x82
UTF-8 String: 'σ'   , Hex: 0xcf 0x83
UTF-8 String: 'τ'   , Hex: 0xcf 0x84
UTF-8 String: 'υ'   , Hex: 0xcf 0x85
UTF-8 String: 'φ'   , Hex: 0xcf 0x86
UTF-8 String: 'χ'   , Hex: 0xcf 0x87
UTF-8 String: 'ψ'   , Hex: 0xcf 0x88
UTF-8 String: 'ω'   , Hex: 0xcf 0x89
UTF-8 String: 'ϊ'   , Hex: 0xcf 0x8a
UTF-8 String: 'ϋ'   , Hex: 0xcf 0x8b
UTF-8 String: 'ό'   , Hex: 0xcf 0x8c
UTF-8 String: 'ύ'   , Hex: 0xcf 0x8d
UTF-8 String: 'ώ'   , Hex: 0xcf 0x8e
UTF-8 String: 'Ϗ'   , Hex: 0xcf 0x8f
UTF-8 String: 'ϐ'   , Hex: 0xcf 0x90
UTF-8 String: 'ϑ'   , Hex: 0xcf 0x91
UTF-8 String: 'ϒ'   , Hex: 0xcf 0x92
UTF-8 String: 'ϓ'   , Hex: 0xcf 0x93
UTF-8 String: 'ϔ'   , Hex: 0xcf 0x94
UTF-8 String: 'ϕ'   , Hex: 0xcf 0x95
UTF-8 String: 'ϖ'   , Hex: 0xcf 0x96
UTF-8 String: 'ϗ'   , Hex: 0xcf 0x97
UTF-8 String: 'Ϙ'   , Hex: 0xcf 0x98
UTF-8 String: 'ϙ'   , Hex: 0xcf 0x99
UTF-8 String: 'Ϛ'   , Hex: 0xcf 0x9a
UTF-8 String: 'ϛ'   , Hex: 0xcf 0x9b
UTF-8 String: 'Ϝ'   , Hex: 0xcf 0x9c
UTF-8 String: 'ϝ'   , Hex: 0xcf 0x9d
UTF-8 String: 'Ϟ'   , Hex: 0xcf 0x9e
UTF-8 String: 'ϟ'   , Hex: 0xcf 0x9f
UTF-8 String: 'Ϡ'   , Hex: 0xcf 0xa0
UTF-8 String: 'ϡ'   , Hex: 0xcf 0xa1
UTF-8 String: 'Ϣ'   , Hex: 0xcf 0xa2
UTF-8 String: 'ϣ'   , Hex: 0xcf 0xa3
UTF-8 String: 'Ϥ'   , Hex: 0xcf 0xa4
UTF-8 String: 'ϥ'   , Hex: 0xcf 0xa5
UTF-8 String: 'Ϧ'   , Hex: 0xcf 0xa6
UTF-8 String: 'ϧ'   , Hex: 0xcf 0xa7
UTF-8 String: 'Ϩ'   , Hex: 0xcf 0xa8
UTF-8 String: 'ϩ'   , Hex: 0xcf 0xa9
UTF-8 String: 'Ϫ'   , Hex: 0xcf 0xaa
UTF-8 String: 'ϫ'   , Hex: 0xcf 0xab
UTF-8 String: 'Ϭ'   , Hex: 0xcf 0xac
UTF-8 String: 'ϭ'   , Hex: 0xcf 0xad
UTF-8 String: 'Ϯ'   , Hex: 0xcf 0xae
UTF-8 String: 'ϯ'   , Hex: 0xcf 0xaf
UTF-8 String: 'ϰ'   , Hex: 0xcf 0xb0
UTF-8 String: 'ϱ'   , Hex: 0xcf 0xb1
UTF-8 String: 'ϲ'   , Hex: 0xcf 0xb2
UTF-8 String: 'ϳ'   , Hex: 0xcf 0xb3
UTF-8 String: 'ϴ'   , Hex: 0xcf 0xb4
UTF-8 String: 'ϵ'   , Hex: 0xcf 0xb5
UTF-8 String: '϶'   , Hex: 0xcf 0xb6
UTF-8 String: 'Ϸ'   , Hex: 0xcf 0xb7
UTF-8 String: 'ϸ'   , Hex: 0xcf 0xb8
UTF-8 String: 'Ϲ'   , Hex: 0xcf 0xb9
UTF-8 String: 'Ϻ'   , Hex: 0xcf 0xba
UTF-8 String: 'ϻ'   , Hex: 0xcf 0xbb
UTF-8 String: 'ϼ'   , Hex: 0xcf 0xbc
UTF-8 String: 'Ͻ'   , Hex: 0xcf 0xbd
UTF-8 String: 'Ͼ'   , Hex: 0xcf 0xbe
UTF-8 String: 'Ͽ'   , Hex: 0xcf 0xbf
UTF-8 String: 'Ѐ'   , Hex: 0xd0 0x80
UTF-8 String: 'Ё'   , Hex: 0xd0 0x81
UTF-8 String: 'Ђ'   , Hex: 0xd0 0x82
UTF-8 String: 'Ѓ'   , Hex: 0xd0 0x83
UTF-8 String: 'Є'   , Hex: 0xd0 0x84
UTF-8 String: 'Ѕ'   , Hex: 0xd0 0x85
UTF-8 String: 'І'   , Hex: 0xd0 0x86
UTF-8 String: 'Ї'   , Hex: 0xd0 0x87
UTF-8 String: 'Ј'   , Hex: 0xd0 0x88
UTF-8 String: 'Љ'   , Hex: 0xd0 0x89
UTF-8 String: 'Њ'   , Hex: 0xd0 0x8a
UTF-8 String: 'Ћ'   , Hex: 0xd0 0x8b
UTF-8 String: 'Ќ'   , Hex: 0xd0 0x8c
UTF-8 String: 'Ѝ'   , Hex: 0xd0 0x8d
UTF-8 String: 'Ў'   , Hex: 0xd0 0x8e
UTF-8 String: 'Џ'   , Hex: 0xd0 0x8f
UTF-8 String: 'А'   , Hex: 0xd0 0x90
