Finished: True Number of tries: 1920 Number of failures: 0 Number of results: 1920
UTF-8 String: 'ǁ'   , Hex: 0xc7 0x81
UTF-8 String: 'ǂ'   , Hex: 0xc7 0x82
UTF-8 String: 'ǃ'   , Hex: 0xc7 0x83
UTF-8 String: 'Ǆ'   , Hex: 0xc7 0x84
UTF-8 String: 'ǅ'   , Hex: 0xc7 0x85
UTF-8 String: 'ǆ'   , Hex: 0xc7 0x86
UTF-8 String: 'Ǉ'   , Hex: 0xc7 0x87
UTF-8 String: 'ǈ'   , Hex: 0xc7 0x88
UTF-8 String: 'ǉ'   , Hex: 0xc7 0x89
UTF-8 String: 'Ǌ'   , Hex: 0xc7 0x8a
UTF-8 String: 'ǋ'   , Hex: 0xc7 0x8b
UTF-8 String: 'ǌ'   , Hex: 0xc7 0x8c
UTF-8 String: 'Ǎ'   , Hex: 0xc7 0x8d
UTF-8 String: 'ǎ'   , Hex: 0xc7 0x8e
UTF-8 String: 'Ǐ'   , Hex: 0xc7 0x8f
UTF-8 String: 'ǐ'   , Hex: 0xc7 0x90
UTF-8 String: 'Ǒ'   , Hex: 0xc7 0x91
UTF-8 String: 'ǒ'   , Hex: 0xc7 0x92
UTF-8 String: 'Ǔ'   , Hex: 0xc7 0x93
UTF-8 String: 'ǔ'   , Hex: 0xc7 0x94
UTF-8 String: 'Ǖ'   , Hex: 0xc7 0x95
UTF-8 String: 'ǖ'   , Hex: 0xc7 0x96
UTF-8 String: 'Ǘ'   , Hex: 0xc7 0x97
UTF-8 String: 'ǘ'   , Hex: 0xc7 0x98
UTF-8 String: 'Ǚ'   , Hex: 0xc7 0x99
UTF-8 String: 'ǚ'   , Hex: 0xc7 0x9a
UTF-8 String: 'Ǜ'   , Hex: 0xc7 0x9b
UTF-8 String: 'ǜ'   , Hex: 0xc7 0x9c
UTF-8 String: 'ǝ'   , Hex: 0xc7 0x9d
UTF-8 String: 'Ǟ'   , Hex: 0xc7 0x9e
UTF-8 String: 'ǟ'   , Hex: 0xc7 0x9f
UTF-8 String: 'Ǡ'   , Hex: 0xc7 0xa0
UTF-8 String: 'ǡ'   , Hex: 0xc7 0xa1
UTF-8 String: 'Ǣ'   , Hex: 0xc7 0xa2
UTF-8 String: 'ǣ'   , Hex: 0xc7 0xa3
UTF-8 String: 'Ǥ'   , Hex: 0xc7 0xa4
UTF-8 String: 'ǥ'   , Hex: 0xc7 0xa5
UTF-8 String: 'Ǧ'   , Hex: 0xc7 0xa6
UTF-8 String: 'ǧ'   , Hex: 0xc7 0xa7
UTF-8 String: 'Ǩ'   , Hex: 0xc7 0xa8
UTF-8 String: 'ǩ'   , Hex: 0xc7 0xa9
UTF-8 String: 'Ǫ'   , Hex: 0xc7 0xaa
UTF-8 String: 'ǫ'   , Hex: 0xc7 0xab
UTF-8 String: 'Ǭ'   , Hex: 0xc7 0xac
UTF-8 String: 'ǭ'   , Hex: 0xc7 0xad
UTF-8 String: 'Ǯ'   , Hex: 0xc7 0xae
UTF-8 String: 'ǯ'   , Hex: 0xc7 0xaf
UTF-8 String: 'ǰ'   , Hex: 0xc7 0xb0
UTF-8 String: 'Ǳ'   , Hex: 0xc7 0xb1
UTF-8 String: 'ǲ'   , Hex: 0xc7 0xb2
UTF-8 String: 'ǳ'   , Hex: 0xc7 0xb3
UTF-8 String: 'Ǵ'   , Hex: 0xc7 0xb4
UTF-8 String: 'ǵ'   , Hex: 0xc7 0xb5
UTF-8 String: 'Ƕ'   , Hex: 0xc7 0xb6
UTF-8 String: 'Ƿ'   , Hex: 0xc7 0xb7
UTF-8 String: 'Ǹ'   , Hex: 0xc7 0xb8
UTF-8 String: 'ǹ'   , Hex: 0xc7 0xb9
UTF-8 String: 'Ǻ'   , Hex: 0xc7 0xba
UTF-8 String: 'ǻ'   , Hex: 0xc7 0xbb
UTF-8 String: 'Ǽ'   , Hex: 0xc7 0xbc
UTF-8 String: 'ǽ'   , Hex: 0xc7 0xbd
UTF-8 String: 'Ǿ'   , Hex: 0xc7 0xbe
UTF-8 String: 'ǿ'   , Hex: 0xc7 0xbf
UTF-8 String: 'Ȁ'   , Hex: 0xc8 0x80
UTF-8 String: 'ȁ'   , Hex: 0xc8 0x81
UTF-8 String: 'Ȃ'   , Hex: 0xc8 0x82
UTF-8 String: 'ȃ'   , Hex: 0xc8 0x83
UTF-8 String: 'Ȅ'   , Hex: 0xc8 0x84
UTF-8 String: 'ȅ'   , Hex: 0xc8 0x85
UTF-8 String: 'Ȇ'   , Hex: 0xc8 0x86
UTF-8 String: 'ȇ'   , Hex: 0xc8 0x87
UTF-8 String: 'Ȉ'   , Hex: 0xc8 0x88
UTF-8 String: 'ȉ'   , Hex: 0xc8 0x89
UTF-8 String: 'Ȋ'   , Hex: 0xc8 0x8a
UTF-8 String: 'ȋ'   , Hex: 0xc8 0x8b
UTF-8 String: 'Ȍ'   , Hex: 0xc8 0x8c
UTF-8 String: 'ȍ'   , Hex: 0xc8 0x8d
UTF-8 String: 'Ȏ'   , Hex: 0xc8 0x8e
UTF-8 String: 'ȏ'   , Hex: 0xc8 0x8f
UTF-8 String: 'Ȑ'   , Hex: 0xc8 0x90
UTF-8 String: 'ȑ'   , Hex: 0xc8 0x91
UTF-8 String: 'Ȓ'   , Hex: 0xc8 0x92
UTF-8 String: 'ȓ'   , Hex: 0xc8 0x93
UTF-8 String: 'Ȕ'   , Hex: 0xc8 0x94
UTF-8 String: 'ȕ'   , Hex: 0xc8 0x95
UTF-8 String: 'Ȗ'   , Hex: 0xc8 0x96
UTF-8 String: 'ȗ'   , Hex: 0xc8 0x97
UTF-8 String: 'Ș'   , Hex: 0xc8 0x98
UTF-8 String: 'ș'   , Hex: 0xc8 0x99
UTF-8 String: 'Ț'   , Hex: 0xc8 0x9a
UTF-8 String: 'ț'   , Hex: 0xc8 0x9b
UTF-8 String: 'Ȝ'   , Hex: 0xc8 0x9c
UTF-8 String: 'ȝ'   , Hex: 0xc8 0x9d
UTF-8 String: 'Ȟ'   , Hex: 0xc8 0x9e
UTF-8 String: 'ȟ'   , Hex: 0xc8 0x9f
UTF-8 String: 'Ƞ'   , Hex: 0xc8 0xa0
UTF-8 String: 'ȡ'   , Hex: 0xc8 0xa1
UTF-8 String: 'Ȣ'   , Hex: 0xc8 0xa2
UTF-8 String: 'ȣ'   , Hex: 0xc8 0xa3
UTF-8 String: 'Ȥ'   , Hex: 0xc8 0xa4
UTF-8 String: 'ȥ'   , Hex: 0xc8 0xa5
UTF-8 String: 'Ȧ'   , Hex: 0xc8 0xa6
UTF-8 String: 'ȧ'   , Hex: 0xc8 0xa7
UTF-8 String: 'Ȩ'   , Hex: 0xc8 0xa8
UTF-8 String: 'ȩ'   , Hex: 0xc8 0xa9
UTF-8 String: 'Ȫ'   , Hex: 0xc8 0xaa
UTF-8 String: 'ȫ'   , Hex: 0xc8 0xab
UTF-8 String: 'Ȭ'   , Hex: 0xc8 0xac
UTF-8 String: 'ȭ'   , Hex: 0xc8 0xad
UTF-8 String: 'Ȯ'   , Hex: 0xc8 0xae
UTF-8 String: 'ȯ'   , Hex: 0xc8 0xaf
UTF-8 String: 'Ȱ'   , Hex: 0xc8 0xb0
UTF-8 String: 'ȱ'   , Hex: 0xc8 0xb1
UTF-8 String: 'Ȳ'   , Hex: 0xc8 0xb2
UTF-8 String: 'ȳ'   , Hex: 0xc8 0xb3
UTF-8 String: 'ȴ'   , Hex: 0xc8 0xb4
UTF-8 String: 'ȵ'   , Hex: 0xc8 0xb5
UTF-8 String: 'ȶ'   , Hex: 0xc8 0xb6
UTF-8 String: 'ȷ'   , Hex: 0xc8 0xb7
UTF-8 String: 'ȸ'   , Hex: 0xc8 0xb8
UTF-8 String: 'ȹ'   , Hex: 0xc8 0xb9
UTF-8 String: 'Ⱥ'   , Hex: 0xc8 0xba
UTF-8 String: 'Ȼ'   , Hex: 0xc8 0xbb
UTF-8 String: 'ȼ'   , Hex: 0xc8 0xbc
UTF-8 String: 'Ƚ'   , Hex: 0xc8 0xbd
UTF-8 String: 'Ⱦ'   , Hex: 0xc8 0xbe
UTF-8 String: 'ȿ'   , Hex: 0xc8 0xbf
UTF-8 String: 'ɀ'   , Hex: 0xc9 0x80
UTF-8 String: 'Ɂ'   , Hex: 0xc9 0x81
